Deck no: 1 Colors: ['B', 'G', 'R', 'U', 'W'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 25 Colors: ['R', 'B', 'U', 'W', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 36 No. Bombs 4 No. Lands: 10
Deck no: 11 Colors: ['B', 'R', 'G', 'U', 'W'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 36 No. Bombs 3 No. Lands: 10
Deck no: 2 Colors: ['W', 'G', 'U', 'R', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 238 Colors: ['W', 'R', 'G', 'B', 'U'] Fitness: 8 No. Evasions: 11 No. Creatures: 60 No. Spells: 20 No. Bombs 1 No. Lands: 0
Deck no: 448 Colors: ['R', 'W', 'U', 'B', 'G'] Fitness: 10 No. Evasions: 18 No. Creatures: 47 No. Spells: 34 No. Bombs 2 No. Lands: 0
Deck no: 10 Colors: ['B', 'U', 'G', 'W', 'R'] Fitness: 7 No. Evasions: 10 No. Creatures: 37 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 553 Colors: ['G', 'R', 'W'] Fitness: 10 No. Evasions: 4 No. Creatures: 31 No. Spells: 40 No. Bombs 5 No. Lands: 14
Deck no: 235 Colors: ['G', 'R', 'W', 'U', 'B'] Fitness: 9 No. Evasions: 14 No. Creatures: 24 No. Spells: 58 No. Bombs 2 No. Lands: 6
Deck no: 438 Colors: ['W', 'R', 'G', 'B', 'U'] Fitness: 11 No. Evasions: 17 No. Creatures: 42 No. Spells: 41 No. Bombs 2 No. Lands: 0
Deck no: 243 Colors: ['W', 'G', 'B', 'R', 'U'] Fitness: 10 No. Evasions: 17 No. Creatures: 43 No. Spells: 34 No. Bombs 2 No. Lands: 3
Deck no: 1 Colors: ['B', 'G', 'R', 'U', 'W'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 475 Colors: ['R', 'W', 'G'] Fitness: 10 No. Evasions: 6 No. Creatures: 71 No. Spells: 5 No. Bombs 0 No. Lands: 14
Deck no: 23 Colors: ['B', 'W', 'G', 'R', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 22 Colors: ['G', 'U', 'W', 'R', 'B'] Fitness: 7 No. Evasions: 8 No. Creatures: 36 No. Spells: 37 No. Bombs 4 No. Lands: 10
Deck no: 341 Colors: ['B', 'W', 'G', 'R', 'U'] Fitness: 10 No. Evasions: 7 No. Creatures: 26 No. Spells: 44 No. Bombs 2 No. Lands: 18
Deck no: 3 Colors: ['W', 'G', 'B', 'R', 'U'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 37 No. Bombs 5 No. Lands: 8
Deck no: 441 Colors: ['W', 'B', 'G', 'R', 'U'] Fitness: 9 No. Evasions: 6 No. Creatures: 32 No. Spells: 48 No. Bombs 1 No. Lands: 9
Deck no: 277 Colors: ['W', 'G', 'U', 'R', 'B'] Fitness: 10 No. Evasions: 16 No. Creatures: 42 No. Spells: 39 No. Bombs 1 No. Lands: 0
Deck no: 571 Colors: ['B', 'R', 'W', 'U', 'G'] Fitness: 9 No. Evasions: 15 No. Creatures: 46 No. Spells: 29 No. Bombs 2 No. Lands: 5
Deck no: 14 Colors: ['B', 'G', 'W', 'U', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 307 Colors: ['R', 'G', 'W', 'U', 'B'] Fitness: 7 No. Evasions: 18 No. Creatures: 41 No. Spells: 39 No. Bombs 3 No. Lands: 0
Deck no: 548 Colors: ['R', 'W', 'U', 'B', 'G'] Fitness: 9 No. Evasions: 10 No. Creatures: 33 No. Spells: 54 No. Bombs 1 No. Lands: 2
Deck no: 4 Colors: ['R', 'B', 'W', 'G', 'U'] Fitness: 7 No. Evasions: 10 No. Creatures: 36 No. Spells: 38 No. Bombs 4 No. Lands: 9
Deck no: 21 Colors: ['W', 'R', 'G', 'B', 'U'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 15 Colors: ['B', 'G', 'R', 'W', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 36 No. Bombs 5 No. Lands: 9
Deck no: 12 Colors: ['G', 'W', 'R', 'U', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 39 No. Spells: 35 No. Bombs 4 No. Lands: 9
Deck no: 48 Colors: ['W', 'B', 'U', 'R', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 5 Colors: ['R', 'U', 'W', 'B', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 39 No. Spells: 36 No. Bombs 4 No. Lands: 8
Deck no: 26 Colors: ['G', 'U', 'W', 'R', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 36 No. Spells: 39 No. Bombs 4 No. Lands: 9
Deck no: 32 Colors: ['R', 'W', 'U', 'B', 'G'] Fitness: 7 No. Evasions: 10 No. Creatures: 37 No. Spells: 38 No. Bombs 5 No. Lands: 7
Deck no: 35 Colors: ['R', 'W', 'G', 'B', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 40 Colors: ['U', 'B', 'G', 'W', 'R'] Fitness: 7 No. Evasions: 8 No. Creatures: 36 No. Spells: 38 No. Bombs 4 No. Lands: 9
Deck no: 18 Colors: ['W', 'U', 'R', 'B', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 33 Colors: ['U', 'W', 'R', 'G', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 41 Colors: ['U', 'R', 'W', 'G', 'B'] Fitness: 7 No. Evasions: 8 No. Creatures: 39 No. Spells: 35 No. Bombs 5 No. Lands: 9
Deck no: 13 Colors: ['B', 'G', 'W', 'U', 'R'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 16 Colors: ['G', 'B', 'U', 'R', 'W'] Fitness: 7 No. Evasions: 8 No. Creatures: 38 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 43 Colors: ['U', 'W', 'B', 'G', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 19 Colors: ['U', 'W', 'B', 'G', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 36 No. Spells: 37 No. Bombs 4 No. Lands: 10
Deck no: 20 Colors: ['R', 'U', 'B', 'G', 'W'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 42 Colors: ['W', 'G', 'R', 'B', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 39 No. Bombs 4 No. Lands: 7
Deck no: 6 Colors: ['R', 'U', 'G', 'B', 'W'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 39 No. Bombs 4 No. Lands: 9
Deck no: 37 Colors: ['U', 'R', 'W', 'G', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 28 Colors: ['U', 'W', 'G', 'R', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 45 Colors: ['W', 'G', 'B', 'U', 'R'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 49 Colors: ['W', 'B', 'U', 'G', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 9 Colors: ['U', 'R', 'B', 'G', 'W'] Fitness: 7 No. Evasions: 10 No. Creatures: 37 No. Spells: 37 No. Bombs 3 No. Lands: 10
Deck no: 50 Colors: ['G', 'R', 'W', 'U', 'B'] Fitness: 7 No. Evasions: 10 No. Creatures: 37 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 576 Colors: ['R', 'W', 'G', 'B', 'U'] Fitness: 5 No. Evasions: 8 No. Creatures: 53 No. Spells: 24 No. Bombs 0 No. Lands: 13
Deck no: 577 Colors: ['W', 'B', 'G', 'R', 'U'] Fitness: 4 No. Evasions: 4 No. Creatures: 16 No. Spells: 66 No. Bombs 4 No. Lands: 0
Deck no: 578 Colors: ['R', 'G', 'W', 'U', 'B'] Fitness: 5 No. Evasions: 10 No. Creatures: 40 No. Spells: 21 No. Bombs 10 No. Lands: 19
Deck no: 579 Colors: ['B', 'R', 'U', 'W', 'G'] Fitness: 6 No. Evasions: 18 No. Creatures: 35 No. Spells: 48 No. Bombs 0 No. Lands: 7
Deck no: 580 Colors: ['G', 'U', 'W', 'R', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 43 No. Spells: 38 No. Bombs 7 No. Lands: 2
Deck no: 581 Colors: ['R', 'W', 'G', 'U'] Fitness: 3 No. Evasions: 0 No. Creatures: 43 No. Spells: 29 No. Bombs 6 No. Lands: 12
Deck no: 582 Colors: ['R', 'B', 'W', 'U'] Fitness: 5 No. Evasions: 12 No. Creatures: 72 No. Spells: 13 No. Bombs 0 No. Lands: 0
Deck no: 583 Colors: ['U', 'W', 'B', 'R', 'G'] Fitness: 6 No. Evasions: 4 No. Creatures: 36 No. Spells: 36 No. Bombs 10 No. Lands: 4
Deck no: 584 Colors: ['G', 'U', 'R', 'B', 'W'] Fitness: 3 No. Evasions: 0 No. Creatures: 51 No. Spells: 39 No. Bombs 0 No. Lands: 0
Deck no: 585 Colors: ['W', 'B', 'G', 'R', 'U'] Fitness: 7 No. Evasions: 17 No. Creatures: 40 No. Spells: 39 No. Bombs 0 No. Lands: 11
Deck no: 586 Colors: ['W', 'B', 'G', 'R', 'U'] Fitness: 7 No. Evasions: 13 No. Creatures: 45 No. Spells: 39 No. Bombs 0 No. Lands: 0
Deck no: 587 Colors: ['G', 'W', 'U', 'B', 'R'] Fitness: 5 No. Evasions: 5 No. Creatures: 43 No. Spells: 33 No. Bombs 0 No. Lands: 9
Deck no: 588 Colors: ['B', 'G', 'U', 'W', 'R'] Fitness: 7 No. Evasions: 15 No. Creatures: 39 No. Spells: 40 No. Bombs 3 No. Lands: 0
Deck no: 589 Colors: ['W', 'B', 'U', 'R', 'G'] Fitness: 5 No. Evasions: 8 No. Creatures: 61 No. Spells: 9 No. Bombs 6 No. Lands: 14
Deck no: 590 Colors: ['G', 'W', 'U', 'R', 'B'] Fitness: 5 No. Evasions: 11 No. Creatures: 59 No. Spells: 21 No. Bombs 10 No. Lands: 0
Deck no: 591 Colors: ['G', 'R', 'U', 'W', 'B'] Fitness: 2 No. Evasions: 0 No. Creatures: 16 No. Spells: 57 No. Bombs 4 No. Lands: 13
Deck no: 592 Colors: ['R', 'W', 'B', 'U', 'G'] Fitness: 6 No. Evasions: 10 No. Creatures: 29 No. Spells: 51 No. Bombs 0 No. Lands: 9
Deck no: 593 Colors: ['G', 'R', 'W', 'B', 'U'] Fitness: 5 No. Evasions: 15 No. Creatures: 22 No. Spells: 68 No. Bombs 0 No. Lands: 0
Deck no: 594 Colors: ['W', 'R', 'B', 'U', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 40 No. Spells: 43 No. Bombs 0 No. Lands: 7
Deck no: 595 Colors: ['G', 'R', 'W', 'U'] Fitness: 5 No. Evasions: 23 No. Creatures: 28 No. Spells: 58 No. Bombs 0 No. Lands: 0
Deck no: 596 Colors: ['R', 'U', 'W', 'G', 'B'] Fitness: 6 No. Evasions: 7 No. Creatures: 28 No. Spells: 49 No. Bombs 7 No. Lands: 0
Deck no: 597 Colors: ['B', 'G', 'R', 'U', 'W'] Fitness: 7 No. Evasions: 18 No. Creatures: 26 No. Spells: 31 No. Bombs 0 No. Lands: 18
Deck no: 598 Colors: ['U', 'W', 'R', 'B', 'G'] Fitness: 5 No. Evasions: 4 No. Creatures: 35 No. Spells: 49 No. Bombs 6 No. Lands: 0
Deck no: 599 Colors: ['B', 'U', 'R', 'G', 'W'] Fitness: 3 No. Evasions: 0 No. Creatures: 31 No. Spells: 52 No. Bombs 0 No. Lands: 7
Deck no: 600 Colors: ['W', 'R', 'G', 'U', 'B'] Fitness: 5 No. Evasions: 6 No. Creatures: 53 No. Spells: 26 No. Bombs 9 No. Lands: 2
Deck no: 307 Colors: ['R', 'G', 'W', 'U', 'B'] Fitness: 7 No. Evasions: 18 No. Creatures: 41 No. Spells: 39 No. Bombs 3 No. Lands: 0
Deck no: 238 Colors: ['W', 'R', 'G', 'B', 'U'] Fitness: 8 No. Evasions: 11 No. Creatures: 60 No. Spells: 20 No. Bombs 1 No. Lands: 0
Deck no: 1 Colors: ['B', 'G', 'R', 'U', 'W'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 2 Colors: ['W', 'G', 'U', 'R', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 14 Colors: ['B', 'G', 'W', 'U', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 17 Colors: ['W', 'R', 'U', 'B', 'G'] Fitness: 7 No. Evasions: 8 No. Creatures: 35 No. Spells: 38 No. Bombs 4 No. Lands: 10
Deck no: 4 Colors: ['R', 'B', 'W', 'G', 'U'] Fitness: 7 No. Evasions: 10 No. Creatures: 36 No. Spells: 38 No. Bombs 4 No. Lands: 9
Deck no: 243 Colors: ['W', 'G', 'B', 'R', 'U'] Fitness: 10 No. Evasions: 16 No. Creatures: 43 No. Spells: 34 No. Bombs 2 No. Lands: 3
Deck no: 23 Colors: ['B', 'W', 'G', 'R', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 553 Colors: ['G', 'R', 'W'] Fitness: 10 No. Evasions: 4 No. Creatures: 31 No. Spells: 40 No. Bombs 5 No. Lands: 14
Deck no: 475 Colors: ['R', 'W', 'G'] Fitness: 10 No. Evasions: 6 No. Creatures: 71 No. Spells: 5 No. Bombs 0 No. Lands: 14
Deck no: 10 Colors: ['B', 'U', 'G', 'W', 'R'] Fitness: 7 No. Evasions: 10 No. Creatures: 37 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 441 Colors: ['W', 'B', 'G', 'R', 'U'] Fitness: 9 No. Evasions: 6 No. Creatures: 32 No. Spells: 48 No. Bombs 1 No. Lands: 9
Deck no: 438 Colors: ['W', 'R', 'G', 'B', 'U'] Fitness: 11 No. Evasions: 17 No. Creatures: 42 No. Spells: 41 No. Bombs 2 No. Lands: 0
Deck no: 11 Colors: ['B', 'R', 'G', 'U', 'W'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 36 No. Bombs 3 No. Lands: 10
Deck no: 548 Colors: ['R', 'W', 'U', 'B', 'G'] Fitness: 9 No. Evasions: 10 No. Creatures: 34 No. Spells: 53 No. Bombs 1 No. Lands: 2
Deck no: 448 Colors: ['R', 'W', 'U', 'B', 'G'] Fitness: 10 No. Evasions: 18 No. Creatures: 47 No. Spells: 34 No. Bombs 2 No. Lands: 0
Deck no: 571 Colors: ['B', 'R', 'W', 'U', 'G'] Fitness: 9 No. Evasions: 15 No. Creatures: 46 No. Spells: 29 No. Bombs 2 No. Lands: 5
Deck no: 341 Colors: ['B', 'W', 'G', 'R', 'U'] Fitness: 10 No. Evasions: 7 No. Creatures: 26 No. Spells: 44 No. Bombs 2 No. Lands: 18
Deck no: 3 Colors: ['W', 'G', 'B', 'R', 'U'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 37 No. Bombs 5 No. Lands: 8
Deck no: 235 Colors: ['G', 'R', 'W', 'U', 'B'] Fitness: 9 No. Evasions: 14 No. Creatures: 24 No. Spells: 58 No. Bombs 2 No. Lands: 6
Deck no: 25 Colors: ['R', 'B', 'U', 'W', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 36 No. Bombs 4 No. Lands: 10
Deck no: 277 Colors: ['W', 'G', 'U', 'R', 'B'] Fitness: 10 No. Evasions: 16 No. Creatures: 42 No. Spells: 39 No. Bombs 1 No. Lands: 0
Deck no: 8 Colors: ['U', 'R', 'G', 'W', 'B'] Fitness: 7 No. Evasions: 10 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 22 Colors: ['G', 'U', 'W', 'R', 'B'] Fitness: 7 No. Evasions: 8 No. Creatures: 36 No. Spells: 37 No. Bombs 4 No. Lands: 10
Deck no: 42 Colors: ['W', 'G', 'R', 'B', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 39 No. Bombs 4 No. Lands: 7
Deck no: 20 Colors: ['R', 'U', 'B', 'G', 'W'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 13 Colors: ['B', 'G', 'W', 'U', 'R'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 5 Colors: ['R', 'U', 'W', 'B', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 39 No. Spells: 36 No. Bombs 4 No. Lands: 8
Deck no: 48 Colors: ['W', 'B', 'U', 'R', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 15 Colors: ['B', 'G', 'R', 'W', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 36 No. Bombs 5 No. Lands: 9
Deck no: 45 Colors: ['W', 'G', 'B', 'U', 'R'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 35 Colors: ['R', 'W', 'G', 'B', 'U'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 32 Colors: ['R', 'W', 'U', 'B', 'G'] Fitness: 7 No. Evasions: 10 No. Creatures: 37 No. Spells: 38 No. Bombs 5 No. Lands: 7
Deck no: 26 Colors: ['G', 'U', 'W', 'R', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 36 No. Spells: 39 No. Bombs 4 No. Lands: 9
Deck no: 19 Colors: ['U', 'W', 'B', 'G', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 36 No. Spells: 37 No. Bombs 4 No. Lands: 10
Deck no: 37 Colors: ['U', 'R', 'W', 'G', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 43 Colors: ['U', 'W', 'B', 'G', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 21 Colors: ['W', 'R', 'G', 'B', 'U'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 50 Colors: ['G', 'R', 'W', 'U', 'B'] Fitness: 7 No. Evasions: 10 No. Creatures: 37 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 33 Colors: ['U', 'W', 'R', 'G', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 38 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 49 Colors: ['W', 'B', 'U', 'G', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 16 Colors: ['G', 'B', 'U', 'R', 'W'] Fitness: 7 No. Evasions: 8 No. Creatures: 38 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 18 Colors: ['W', 'U', 'R', 'B', 'G'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 12 Colors: ['G', 'W', 'R', 'U', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 39 No. Spells: 35 No. Bombs 4 No. Lands: 9
Deck no: 40 Colors: ['U', 'B', 'G', 'W', 'R'] Fitness: 7 No. Evasions: 8 No. Creatures: 36 No. Spells: 38 No. Bombs 4 No. Lands: 9
Deck no: 9 Colors: ['U', 'R', 'B', 'G', 'W'] Fitness: 7 No. Evasions: 10 No. Creatures: 37 No. Spells: 37 No. Bombs 3 No. Lands: 10
Deck no: 41 Colors: ['U', 'R', 'W', 'G', 'B'] Fitness: 7 No. Evasions: 8 No. Creatures: 39 No. Spells: 35 No. Bombs 5 No. Lands: 9
Deck no: 6 Colors: ['R', 'U', 'G', 'B', 'W'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 39 No. Bombs 4 No. Lands: 9
Deck no: 28 Colors: ['U', 'W', 'G', 'R', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 601 Colors: ['U', 'G', 'R', 'W', 'B'] Fitness: 6 No. Evasions: 19 No. Creatures: 31 No. Spells: 59 No. Bombs 0 No. Lands: 0
Deck no: 602 Colors: ['W', 'G', 'R', 'B', 'U'] Fitness: 5 No. Evasions: 12 No. Creatures: 53 No. Spells: 33 No. Bombs 0 No. Lands: 0
Deck no: 603 Colors: ['B', 'G', 'U', 'W', 'R'] Fitness: 7 No. Evasions: 12 No. Creatures: 35 No. Spells: 38 No. Bombs 6 No. Lands: 0
Deck no: 604 Colors: ['W', 'R', 'G', 'B', 'U'] Fitness: 7 No. Evasions: 14 No. Creatures: 37 No. Spells: 41 No. Bombs 5 No. Lands: 7
Deck no: 605 Colors: ['W', 'B', 'G', 'U', 'R'] Fitness: 7 No. Evasions: 9 No. Creatures: 27 No. Spells: 31 No. Bombs 0 No. Lands: 28
Deck no: 606 Colors: ['U', 'B', 'G', 'R', 'W'] Fitness: 4 No. Evasions: 0 No. Creatures: 39 No. Spells: 37 No. Bombs 5 No. Lands: 9
Deck no: 607 Colors: ['G', 'B', 'R', 'U', 'W'] Fitness: 5 No. Evasions: 26 No. Creatures: 42 No. Spells: 21 No. Bombs 6 No. Lands: 9
Deck no: 608 Colors: ['G', 'R', 'W', 'B', 'U'] Fitness: 6 No. Evasions: 5 No. Creatures: 32 No. Spells: 37 No. Bombs 7 No. Lands: 9
Deck no: 609 Colors: ['W', 'R', 'U', 'B', 'G'] Fitness: 5 No. Evasions: 24 No. Creatures: 63 No. Spells: 18 No. Bombs 4 No. Lands: 0
Deck no: 610 Colors: ['R', 'G', 'U', 'W'] Fitness: 2 No. Evasions: 0 No. Creatures: 22 No. Spells: 45 No. Bombs 6 No. Lands: 17
Deck no: 611 Colors: ['R', 'B', 'W', 'G', 'U'] Fitness: 3 No. Evasions: 2 No. Creatures: 57 No. Spells: 17 No. Bombs 4 No. Lands: 12
Deck no: 612 Colors: ['B', 'R', 'W', 'G', 'U'] Fitness: 10 No. Evasions: 7 No. Creatures: 31 No. Spells: 53 No. Bombs 2 No. Lands: 0
Deck no: 613 Colors: ['W', 'B', 'G', 'U', 'R'] Fitness: 6 No. Evasions: 8 No. Creatures: 49 No. Spells: 34 No. Bombs 0 No. Lands: 7
Deck no: 614 Colors: ['G', 'W', 'R', 'B'] Fitness: 6 No. Evasions: 23 No. Creatures: 50 No. Spells: 36 No. Bombs 0 No. Lands: 0
Deck no: 615 Colors: ['R', 'G', 'W', 'B', 'U'] Fitness: 6 No. Evasions: 11 No. Creatures: 37 No. Spells: 48 No. Bombs 0 No. Lands: 5
Deck no: 616 Colors: ['U', 'G', 'R', 'W', 'B'] Fitness: 3 No. Evasions: 0 No. Creatures: 33 No. Spells: 57 No. Bombs 0 No. Lands: 0
Deck no: 617 Colors: ['B', 'W', 'R', 'G', 'U'] Fitness: 6 No. Evasions: 11 No. Creatures: 46 No. Spells: 36 No. Bombs 4 No. Lands: 0
Deck no: 618 Colors: ['W', 'R', 'G', 'B', 'U'] Fitness: 5 No. Evasions: 5 No. Creatures: 40 No. Spells: 30 No. Bombs 6 No. Lands: 9
Deck no: 619 Colors: ['G', 'R', 'B', 'W', 'U'] Fitness: 7 No. Evasions: 17 No. Creatures: 31 No. Spells: 38 No. Bombs 0 No. Lands: 21
Deck no: 620 Colors: ['W', 'U', 'G', 'R', 'B'] Fitness: 7 No. Evasions: 23 No. Creatures: 38 No. Spells: 47 No. Bombs 0 No. Lands: 5
Deck no: 621 Colors: ['G', 'R', 'U', 'W', 'B'] Fitness: 6 No. Evasions: 4 No. Creatures: 46 No. Spells: 42 No. Bombs 0 No. Lands: 2
Deck no: 622 Colors: ['B', 'U', 'G', 'R', 'W'] Fitness: 2 No. Evasions: 0 No. Creatures: 49 No. Spells: 13 No. Bombs 8 No. Lands: 20
Deck no: 623 Colors: ['W', 'G', 'R', 'U'] Fitness: 6 No. Evasions: 25 No. Creatures: 27 No. Spells: 48 No. Bombs 0 No. Lands: 10
Deck no: 624 Colors: ['W', 'R', 'B', 'G', 'U'] Fitness: 5 No. Evasions: 15 No. Creatures: 27 No. Spells: 58 No. Bombs 0 No. Lands: 0
Deck no: 625 Colors: ['G', 'W', 'R', 'B', 'U'] Fitness: 4 No. Evasions: 5 No. Creatures: 23 No. Spells: 57 No. Bombs 4 No. Lands: 6
Deck no: 571 Colors: ['B', 'R', 'W', 'U', 'G'] Fitness: 9 No. Evasions: 15 No. Creatures: 46 No. Spells: 29 No. Bombs 2 No. Lands: 5
Deck no: 11 Colors: ['B', 'R', 'G', 'U', 'W'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 36 No. Bombs 3 No. Lands: 11
Deck no: 8 Colors: ['U', 'R', 'G', 'W', 'B'] Fitness: 7 No. Evasions: 10 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
Deck no: 3 Colors: ['W', 'G', 'B', 'R', 'U'] Fitness: 7 No. Evasions: 8 No. Creatures: 37 No. Spells: 37 No. Bombs 5 No. Lands: 8
Deck no: 307 Colors: ['R', 'G', 'W', 'U', 'B'] Fitness: 7 No. Evasions: 18 No. Creatures: 41 No. Spells: 39 No. Bombs 3 No. Lands: 0
Deck no: 341 Colors: ['B', 'W', 'G', 'R', 'U'] Fitness: 10 No. Evasions: 7 No. Creatures: 26 No. Spells: 44 No. Bombs 2 No. Lands: 18
Deck no: 235 Colors: ['G', 'R', 'W', 'U', 'B'] Fitness: 9 No. Evasions: 14 No. Creatures: 24 No. Spells: 58 No. Bombs 2 No. Lands: 6
Deck no: 612 Colors: ['B', 'R', 'W', 'G', 'U'] Fitness: 10 No. Evasions: 7 No. Creatures: 32 No. Spells: 52 No. Bombs 2 No. Lands: 0
Deck no: 10 Colors: ['B', 'U', 'G', 'W', 'R'] Fitness: 7 No. Evasions: 10 No. Creatures: 37 No. Spells: 36 No. Bombs 4 No. Lands: 9
Deck no: 2 Colors: ['W', 'G', 'U', 'R', 'B'] Fitness: 7 No. Evasions: 9 No. Creatures: 37 No. Spells: 37 No. Bombs 4 No. Lands: 9
